"","individualID","uid.x","namedLocation.x","date.x","eventID.x","domainID.x","siteID.x","plotID.x","subplotID.x","tempStemID","tagStatus","growthForm","plantStatus","stemDiameter","measurementHeight","changedMeasurementLocation","height","baseCrownHeight","breakHeight","breakDiameter","maxCrownDiameter","ninetyCrownDiameter","canopyPosition","shape","basalStemDiameter","basalStemDiameterMsrmntHeight","maxBaseCrownDiameter","ninetyBaseCrownDiameter","dendrometerInstallationDate","initialGapMeasurementDate","initialBandStemDiameter","initialDendrometerGap","dendrometerHeight","dendrometerGap","dendrometerCondition","bandStemDiameter","remarks.x","recordedBy.x","measuredBy.x","dataQF.x","uid.y","namedLocation.y","date.y","eventID.y","domainID.y","siteID.y","plotID.y","subplotID.y","nestedSubplotID","pointID","stemDistance","stemAzimuth","recordType","supportingStemIndividualID","previouslyTaggedAs","samplingProtocolVersion","taxonID","scientificName","taxonRank","identificationReferences","morphospeciesID","morphospeciesIDRemarks","identificationQualifier","remarks.y","measuredBy.y","recordedBy.y","dataQF.y"
"67","NEON.PLA.D01.HARV.00232","7b55432d-e09e-4da4-9c45-e870b9fb4007","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","single bole tree","Dead, broken bole","19.5","130",NA,NA,NA,"2.6","18.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"62b9cf31-b9ef-4ad2-9dcf-832d0434dd17","HARV_036.basePlot.vst","2014-01-17","vst_HARV_2013","D01","HARV","HARV_036","23",NA,"25","21.1","299.6",NA,NA,NA,"NEON.DOC.000987vC","BELE","Betula lenta L.","species",NA,NA,NA,"cf. species",NA,"DCrandall@battelleecology.org","kgodfrey@battelleecology.org",NA
"68","NEON.PLA.D01.HARV.00232","8534e307-2aa1-42f4-bf0e-c0ad5a95256b","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","single bole tree","Dead, broken bole","20.6","130",NA,"2.5",NA,"2.5","16.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown cause of death and break.","0000-0002-9299-545X","0000-0001-6093-9384",NA,"62b9cf31-b9ef-4ad2-9dcf-832d0434dd17","HARV_036.basePlot.vst","2014-01-17","vst_HARV_2013","D01","HARV","HARV_036","23",NA,"25","21.1","299.6",NA,NA,NA,"NEON.DOC.000987vC","BELE","Betula lenta L.","species",NA,NA,NA,"cf. species",NA,"DCrandall@battelleecology.org","kgodfrey@battelleecology.org",NA
"69","NEON.PLA.D01.HARV.00237","7422c077-0015-40b7-b14c-ea8436d4454a","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","single bole tree","Live","23.6","130",NA,"20.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Measurement height differs from previous years.","0000-0002-9299-545X","0000-0001-6093-9384",NA,"18e0c839-23e0-4ef4-b524-aac87f866b48","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","23",NA,"25","13.7","352.7",NA,NA,NA,"NEON.DOC.000987vC","ACRU","Acer rubrum L.","species",NA,NA,NA,NA,NA,"Ben Vierra",NA,NA
"70","NEON.PLA.D01.HARV.00237","c2feba71-eb15-4113-bbad-27a0ab41dda2","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","single bole tree","Live","23.7","130",NA,"22.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"18e0c839-23e0-4ef4-b524-aac87f866b48","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","23",NA,"25","13.7","352.7",NA,NA,NA,"NEON.DOC.000987vC","ACRU","Acer rubrum L.","species",NA,NA,NA,NA,NA,"Ben Vierra",NA,NA
"71","NEON.PLA.D01.HARV.00238","570d4026-d0a1-4216-8d0b-73c4b6c361f0","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","single bole tree","Live, disease damaged","27.0","130",NA,"19.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"5ac61fef-7885-4df5-b7da-e4a35b780ff6","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","23","4","43","5.8","204.1",NA,NA,NA,"NEON.DOC.000987vC","PRSES","Prunus serotina Ehrh. var. serotina","variety",NA,NA,NA,NA,NA,"cgoranson@battelleecology.org","kgodfrey@battelleecology.org",NA
"72","NEON.PLA.D01.HARV.00238","37b64a4f-f924-45b7-b931-7ef12cb1f5e4","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","single bole tree","Standing dead","26.8","130",NA,"19.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Death possibly caused by shading out.","0000-0002-9299-545X","0000-0001-6093-9384",NA,"5ac61fef-7885-4df5-b7da-e4a35b780ff6","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","23","4","43","5.8","204.1",NA,NA,NA,"NEON.DOC.000987vC","PRSES","Prunus serotina Ehrh. var. serotina","variety",NA,NA,NA,NA,NA,"cgoranson@battelleecology.org","kgodfrey@battelleecology.org",NA
"73","NEON.PLA.D01.HARV.00242","1cbf6640-cee8-458e-b7f0-180f6576f462","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","small tree","Standing dead","4.6","130",NA,"3.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"22a69239-49ca-4a9e-afb2-cfc8e63826dc","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","23","4",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vC","ACPE","Acer pensylvanicum L.","species",NA,NA,NA,NA,NA,"cgoranson@battelleecology.org","kgodfrey@battelleecology.org",NA
"74","NEON.PLA.D01.HARV.00242","c36b2f9e-519f-49ea-adf8-190fa68d1592","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok",NA,"Downed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Now may be measured as CDW.","0000-0002-9299-545X","0000-0001-6093-9384",NA,"22a69239-49ca-4a9e-afb2-cfc8e63826dc","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","23","4",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vC","ACPE","Acer pensylvanicum L.","species",NA,NA,NA,NA,NA,"cgoranson@battelleecology.org","kgodfrey@battelleecology.org",NA
"75","NEON.PLA.D01.HARV.00245","47ed4e89-8fa2-40a8-bade-32df0b504763","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","small tree","Standing dead","6.2","130",NA,"7.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown cause of death.","0000-0002-9299-545X","0000-0001-6093-9384",NA,"81053159-d1e1-4441-be21-8d62d2e5f176","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","23","4",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vC","ACPE","Acer pensylvanicum L.","species",NA,NA,NA,NA,NA,"cgoranson@battelleecology.org","kgodfrey@battelleecology.org",NA
"76","NEON.PLA.D01.HARV.00245","796d8a18-dc16-4d06-a3a8-89458b8d0cb1","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","small tree","Live","7.6","130",NA,"7.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"81053159-d1e1-4441-be21-8d62d2e5f176","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","23","4",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vC","ACPE","Acer pensylvanicum L.","species",NA,NA,NA,NA,NA,"cgoranson@battelleecology.org","kgodfrey@battelleecology.org",NA
"77","NEON.PLA.D01.HARV.00249","54a9e5c3-1d78-498f-9a34-d3b809aa98ca","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","multi-bole tree","Live","26.5","130",NA,"22.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"61a689c5-de59-4725-a2b6-7c3c89bf3ac8","HARV_036.basePlot.vst","2014-01-22","vst_HARV_2013","D01","HARV","HARV_036","21",NA,"21","14.3","44.6",NA,NA,NA,"NEON.DOC.000987vC","ACRU","Acer rubrum L.","species",NA,NA,NA,NA,"Remapped 20170822 from GPS point","llukas@battelleecology.org","gvanscoy@field-ops.org",NA
"78","NEON.PLA.D01.HARV.00249","074c5b98-237f-4432-89e0-f2eb90c30ab4","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","multi-bole tree","Live","26.7","130",NA,"22.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary of 3 boles.","0000-0002-9299-545X","0000-0001-6093-9384",NA,"61a689c5-de59-4725-a2b6-7c3c89bf3ac8","HARV_036.basePlot.vst","2014-01-22","vst_HARV_2013","D01","HARV","HARV_036","21",NA,"21","14.3","44.6",NA,NA,NA,"NEON.DOC.000987vC","ACRU","Acer rubrum L.","species",NA,NA,NA,NA,"Remapped 20170822 from GPS point","llukas@battelleecology.org","gvanscoy@field-ops.org",NA
"79","NEON.PLA.D01.HARV.00249A","13bda9ff-5b8b-4525-ac25-0b6e1806e374","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","multi-bole tree","Live","11.5","130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"44a73255-39ca-4423-8f06-f0a5b984f573","HARV_036.basePlot.vst","2014-01-22","vst_HARV_2013","D01","HARV","HARV_036","21",NA,"33","10.2","269.0",NA,NA,NA,"NEON.DOC.000987vC","ACRU","Acer rubrum L.","species",NA,NA,NA,NA,NA,"llukas@battelleecology.org","gvanscoy@field-ops.org",NA
"80","NEON.PLA.D01.HARV.00249A","b350a676-1224-4f4e-a274-0084a6f7bdf3","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","multi-bole tree","Live","11.6","130",NA,"22.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secondary if 3 boles.","0000-0002-9299-545X","0000-0001-6093-9384",NA,"44a73255-39ca-4423-8f06-f0a5b984f573","HARV_036.basePlot.vst","2014-01-22","vst_HARV_2013","D01","HARV","HARV_036","21",NA,"33","10.2","269.0",NA,NA,NA,"NEON.DOC.000987vC","ACRU","Acer rubrum L.","species",NA,NA,NA,NA,NA,"llukas@battelleecology.org","gvanscoy@field-ops.org",NA
"81","NEON.PLA.D01.HARV.00249B","1bd7f773-336a-4b7d-a764-5066474d433e","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","multi-bole tree","Live","26.9","130",NA,"22.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secondary of 3 boles.","0000-0002-9299-545X","0000-0001-6093-9384",NA,"6101b32a-cc1b-4214-964f-b45ec9afb4b7","HARV_036.basePlot.vst","2016-10-10","vst_HARV_2016","D01","HARV","HARV_036","21",NA,NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","ACRU","Acer rubrum L.","species",NA,NA,NA,NA,NA,"mday@field-ops.org","jwebber@field-ops.org",NA
"82","NEON.PLA.D01.HARV.00249B","6ea87e24-d178-4948-9ecf-6088894b239e","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","multi-bole tree","Live","26.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"6101b32a-cc1b-4214-964f-b45ec9afb4b7","HARV_036.basePlot.vst","2016-10-10","vst_HARV_2016","D01","HARV","HARV_036","21",NA,NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","ACRU","Acer rubrum L.","species",NA,NA,NA,NA,NA,"mday@field-ops.org","jwebber@field-ops.org",NA
"83","NEON.PLA.D01.HARV.00252","7f9295f0-e5a6-4d97-8400-dc0517a01f01","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","multi-bole tree","Live","21.3","130",NA,"16.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-9299-545X","0000-0001-6093-9384",NA,"9ce92936-6789-4164-aa74-4865b1d6de9e","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","23",NA,"25","11.6","339.1",NA,NA,NA,"NEON.DOC.000987vC","ACRU","Acer rubrum L.","species",NA,NA,NA,NA,NA,"Ben Vierra",NA,NA
"84","NEON.PLA.D01.HARV.00252","4a9f313c-aae9-4f10-8e91-080e84ab1e01","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","multi-bole tree","Live","21.0","130",NA,"19.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"9ce92936-6789-4164-aa74-4865b1d6de9e","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","23",NA,"25","11.6","339.1",NA,NA,NA,"NEON.DOC.000987vC","ACRU","Acer rubrum L.","species",NA,NA,NA,NA,NA,"Ben Vierra",NA,NA
"85","NEON.PLA.D01.HARV.00252A","e7a2696d-ed82-4ba9-a4bf-426cb1eb5217","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","multi-bole tree","Live","19.3","130",NA,"16.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-9299-545X","0000-0001-6093-9384",NA,"5e1f859f-0d3b-481b-9f92-eec8f8a1d615","HARV_036.basePlot.vst","2019-09-11","vst_HARV_2019","D01","HARV","HARV_036","23",NA,NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vH","ACRU","Acer rubrum L.","species",NA,NA,NA,NA,NA,"0000-0001-6093-9384","0000-0003-1933-3182",NA
"86","NEON.PLA.D01.HARV.00252A","d0c16925-9a52-4d65-b677-937ea94accde","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","multi-bole tree","Live","19.3","130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"5e1f859f-0d3b-481b-9f92-eec8f8a1d615","HARV_036.basePlot.vst","2019-09-11","vst_HARV_2019","D01","HARV","HARV_036","23",NA,NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vH","ACRU","Acer rubrum L.","species",NA,NA,NA,NA,NA,"0000-0001-6093-9384","0000-0003-1933-3182",NA
"87","NEON.PLA.D01.HARV.00252B","6cb3708f-1b1b-463b-8057-6e55a0137da7","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","multi-bole tree","Live","18.5","130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"4668a6db-496e-4e1e-9d23-2074dfee92aa","HARV_036.basePlot.vst","2019-09-11","vst_HARV_2019","D01","HARV","HARV_036","23",NA,NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vH","ACRU","Acer rubrum L.","species",NA,NA,NA,NA,NA,"0000-0001-6093-9384","0000-0003-1933-3182",NA
"88","NEON.PLA.D01.HARV.00252B","121c4f21-9ce8-4f72-bfac-0c2f82ae77a1","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","multi-bole tree","Live","18.7","130",NA,"16.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-9299-545X","0000-0001-6093-9384",NA,"4668a6db-496e-4e1e-9d23-2074dfee92aa","HARV_036.basePlot.vst","2019-09-11","vst_HARV_2019","D01","HARV","HARV_036","23",NA,NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vH","ACRU","Acer rubrum L.","species",NA,NA,NA,NA,NA,"0000-0001-6093-9384","0000-0003-1933-3182",NA
"89","NEON.PLA.D01.HARV.00253","79ffd167-24c3-4c31-a09d-c2aca22d2038","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","multi-bole tree","Live","32.9","130",NA,"22.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-9299-545X","0000-0001-6093-9384",NA,"7f69ae18-9108-4b30-b0f7-24aec03f6863","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","23",NA,"25","9.6","347.3",NA,NA,NA,"NEON.DOC.000987vC","BELE","Betula lenta L.","species",NA,NA,NA,NA,NA,"bvierra@battelleecology.org","kgodfrey@battelleecology.org",NA
"90","NEON.PLA.D01.HARV.00253","873b1971-f6aa-4411-bad1-118e766578b7","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","multi-bole tree","Live","32.7","130",NA,"21.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"7f69ae18-9108-4b30-b0f7-24aec03f6863","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","23",NA,"25","9.6","347.3",NA,NA,NA,"NEON.DOC.000987vC","BELE","Betula lenta L.","species",NA,NA,NA,NA,NA,"bvierra@battelleecology.org","kgodfrey@battelleecology.org",NA
"91","NEON.PLA.D01.HARV.00253A","7e6c612b-b7fa-4090-9b40-e80fcf702fbf","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","multi-bole tree","Dead, broken bole","24.1","130",NA,"22.1",NA,"3.9","15.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown cause of death and break.","0000-0002-9299-545X","0000-0001-6093-9384",NA,"2c3d0bc3-4675-42e2-b0bc-2d6c714c7b54","HARV_036.basePlot.vst","2019-09-11","vst_HARV_2019","D01","HARV","HARV_036","23",NA,NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vH","BELE","Betula lenta L.","species",NA,NA,NA,NA,NA,"0000-0002-1884-3191","0000-0003-1933-3182",NA
"92","NEON.PLA.D01.HARV.00253A","b206db74-5cc5-475c-a0a0-2dff713ffd6f","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","multi-bole tree","Dead, broken bole","24.8","130",NA,NA,NA,"4.0","23.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"2c3d0bc3-4675-42e2-b0bc-2d6c714c7b54","HARV_036.basePlot.vst","2019-09-11","vst_HARV_2019","D01","HARV","HARV_036","23",NA,NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vH","BELE","Betula lenta L.","species",NA,NA,NA,NA,NA,"0000-0002-1884-3191","0000-0003-1933-3182",NA
"93","NEON.PLA.D01.HARV.00253B","495a6637-7f75-4479-8864-f87ab3292a8d","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok",NA,"No longer qualifies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead bole fallen","rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"59b90256-51b6-4a87-803e-7307d27bad12","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","23",NA,"25","9.6","347.3",NA,NA,NA,"NEON.DOC.000987vC","BELE","Betula lenta L.","species",NA,NA,NA,NA,NA,"bvierra@battelleecology.org","kgodfrey@battelleecology.org",NA
"94","NEON.PLA.D01.HARV.00253B","6611b7c6-af10-442c-80d8-3df1124ed073","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok",NA,"Downed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Now may be measured as part of CDW.","0000-0002-9299-545X","0000-0001-6093-9384",NA,"59b90256-51b6-4a87-803e-7307d27bad12","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","23",NA,"25","9.6","347.3",NA,NA,NA,"NEON.DOC.000987vC","BELE","Betula lenta L.","species",NA,NA,NA,NA,NA,"bvierra@battelleecology.org","kgodfrey@battelleecology.org",NA
"95","NEON.PLA.D01.HARV.00254","72725514-18f6-458f-a72b-c5f28b150e3b","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","single bole tree","Live","49.2","130",NA,"25.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"2cdf7e00-6d4e-4db0-b293-1a26fbf53b5f","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","23",NA,"43","6.5","239.8",NA,NA,NA,"NEON.DOC.000987vC","QURU","Quercus rubra L.","species",NA,NA,NA,NA,NA,"Carol Goranson",NA,NA
"96","NEON.PLA.D01.HARV.00254","bb35683f-bb9e-43de-b32a-5ba6635c6f51","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","single bole tree","Live","50.5","130",NA,"25.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-9299-545X","0000-0001-6093-9384",NA,"2cdf7e00-6d4e-4db0-b293-1a26fbf53b5f","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","23",NA,"43","6.5","239.8",NA,NA,NA,"NEON.DOC.000987vC","QURU","Quercus rubra L.","species",NA,NA,NA,NA,NA,"Carol Goranson",NA,NA
"97","NEON.PLA.D01.HARV.00256","e9c8654e-bf45-44aa-9213-3bc1040ee82b","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","small tree","Live","1.0","130",NA,"1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"6305779e-5989-4c60-9dd9-d9d66282d375","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","23","4",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vC","ACPE","Acer pensylvanicum L.","species",NA,NA,NA,NA,NA,"cgoranson@battelleecology.org","kgodfrey@battelleecology.org",NA
"98","NEON.PLA.D01.HARV.00256","6f7ddde8-6d13-46b1-8d09-2c2fe6fdbe4e","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","small tree","Live","1.2","130",NA,"2.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-9299-545X","0000-0001-6093-9384",NA,"6305779e-5989-4c60-9dd9-d9d66282d375","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","23","4",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vC","ACPE","Acer pensylvanicum L.","species",NA,NA,NA,NA,NA,"cgoranson@battelleecology.org","kgodfrey@battelleecology.org",NA
"99","NEON.PLA.D01.HARV.00264","f3c33832-3783-473a-aeb6-2d86e289321e","HARV_036.basePlot.vst","2018-09-12","vst_HARV_2018","D01","HARV","HARV_036",NA,NA,"ok","small tree","Standing dead","7.1","130",NA,"1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rwilliams@battelleecology.org","llukas@battelleecology.org",NA,"209ea363-b7a8-41d7-b316-362e5599ebe2","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","21","1",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vC","ACRU","Acer rubrum L.","species",NA,NA,NA,NA,NA,"dcrandall@battelleecology.org","shackley@battelleecology.org",NA
"100","NEON.PLA.D01.HARV.00264","e7da2086-3a45-40a7-a20d-88decdafed39","HARV_036.basePlot.vst","2019-08-29","vst_HARV_2019","D01","HARV","HARV_036",NA,NA,"ok","small tree","Dead, broken bole","7.1","130",NA,"1.5",NA,"1.5","7.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown cause of break and death.","0000-0002-9299-545X","0000-0001-6093-9384",NA,"209ea363-b7a8-41d7-b316-362e5599ebe2","HARV_036.basePlot.vst","2014-01-21","vst_HARV_2013","D01","HARV","HARV_036","21","1",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vC","ACRU","Acer rubrum L.","species",NA,NA,NA,NA,NA,"dcrandall@battelleecology.org","shackley@battelleecology.org",NA
